source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.00013559629944528983	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2593	5569	800	21026	0.14365236128568865	0.3085229463941381	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']
GO:BP	GO:0009117	nucleotide metabolic process	0.00013655053808958275	True	"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]"	493	5569	184	21026	0.033040043095708384	0.37322515212981744	query_1	['GO:0006753']
GO:BP	GO:0044282	small molecule catabolic process	0.00013831086189696235	True	"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]"	371	5569	145	21026	0.026036990483031066	0.3908355795148248	query_1	['GO:0009056', 'GO:0044281']
GO:BP	GO:0045892	negative regulation of DNA-templated transcription	0.00014040095672240738	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1280	5569	422	21026	0.07577662057820075	0.3296875	query_1	['GO:0006351', 'GO:0006355', 'GO:1902679']
GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	0.0001784020716295499	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1296	5569	426	21026	0.0764948823846292	0.3287037037037037	query_1	['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']
GO:BP	GO:0051640	organelle localization	0.00018823714886153698	True	"""Any process in which an organelle is transported to, and/or maintained in, a specific location."" [GOC:ai]"	620	5569	223	21026	0.040043095708385705	0.3596774193548387	query_1	['GO:0051179']
GO:BP	GO:0051239	regulation of multicellular organismal process	0.00019096326710930757	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2956	5569	901	21026	0.16178847189800682	0.30480378890392423	query_1	['GO:0032501', 'GO:0050789']
GO:BP	GO:0009057	macromolecule catabolic process	0.00020646601243628048	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1417	5569	461	21026	0.08277967319087808	0.32533521524347214	query_1	['GO:0009056', 'GO:0043170']
GO:BP	GO:0043648	dicarboxylic acid metabolic process	0.00020975397401461638	True	"""The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing two carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]"	99	5569	51	21026	0.009157838031962651	0.5151515151515151	query_1	['GO:0019752']
GO:BP	GO:0009790	embryo development	0.00021434961989523875	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1135	5569	378	21026	0.06787574070748788	0.33303964757709253	query_1	['GO:0007275']
GO:BP	GO:0030258	lipid modification	0.00021586113154070883	True	"""The covalent alteration of one or more fatty acids in a lipid, resulting in a change in the properties of the lipid."" [GOC:mah]"	196	5569	86	21026	0.015442628838211528	0.4387755102040816	query_1	['GO:0006629']
GO:BP	GO:0009725	response to hormone	0.00021781934186671312	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	907	5569	310	21026	0.055665289998204345	0.34178610804851156	query_1	['GO:0009719', 'GO:0042221']
GO:BP	GO:0006163	purine nucleotide metabolic process	0.00023865066283772237	True	"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	430	5569	163	21026	0.029269168611959058	0.37906976744186044	query_1	['GO:0009117', 'GO:0072521']
GO:BP	GO:0043069	negative regulation of programmed cell death	0.0002548978430433894	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	905	5569	309	21026	0.05548572454659723	0.3414364640883978	query_1	['GO:0012501', 'GO:0043067', 'GO:0048523']
GO:BP	GO:0140053	mitochondrial gene expression	0.0002576327251695369	True	"""The process in which a mitochondrial gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [PMID:27058308]"	168	5569	76	21026	0.01364697432214042	0.4523809523809524	query_1	['GO:0010467']
GO:BP	GO:0048729	tissue morphogenesis	0.0003221762077373266	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	614	5569	220	21026	0.039504399353564375	0.3583061889250814	query_1	['GO:0009653', 'GO:0009888']
GO:BP	GO:0007166	cell surface receptor signaling pathway	0.0003427511432466025	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]"	2819	5569	860	21026	0.15442628838211528	0.30507272082298686	query_1	['GO:0007165']
GO:BP	GO:0048468	cell development	0.00034540438915816566	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2876	5569	876	21026	0.15729933560782905	0.3045897079276773	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']
GO:BP	GO:0030855	epithelial cell differentiation	0.0003830688090667432	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	746	5569	260	21026	0.04668701741784881	0.3485254691689008	query_1	['GO:0030154', 'GO:0060429']
GO:BP	GO:0009152	purine ribonucleotide biosynthetic process	0.0004055343804009976	True	"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	161	5569	73	21026	0.013108277967319087	0.453416149068323	query_1	['GO:0006164', 'GO:0009150', 'GO:0009260']
GO:BP	GO:1901701	cellular response to oxygen-containing compound	0.0004130502483083381	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1182	5569	390	21026	0.07003052612677321	0.3299492385786802	query_1	['GO:0070887', 'GO:1901700']
GO:BP	GO:0006006	glucose metabolic process	0.0004234694307177969	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	184	5569	81	21026	0.014544801580175975	0.44021739130434784	query_1	['GO:0019318']
GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.0004508067916877684	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	2036	5569	637	21026	0.11438319267372958	0.31286836935166995	query_1	['GO:0006139', 'GO:0009893', 'GO:0019219']
GO:BP	GO:0007160	cell-matrix adhesion	0.0004575698926117261	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	237	5569	99	21026	0.01777697970910397	0.4177215189873418	query_1	['GO:0031589']
GO:BP	GO:0006914	autophagy	0.0004579375731257656	True	"""The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:29455577, PMID:9412464]"	597	5569	214	21026	0.03842700664392171	0.35845896147403683	query_1	['GO:0009056', 'GO:0061919']
GO:BP	GO:0061919	process utilizing autophagic mechanism	0.0004579375731257656	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	597	5569	214	21026	0.03842700664392171	0.35845896147403683	query_1	['GO:0009987']
GO:BP	GO:0009260	ribonucleotide biosynthetic process	0.0005053842352598169	True	"""The chemical reactions and pathways resulting in the formation of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	176	5569	78	21026	0.014006105225354643	0.4431818181818182	query_1	['GO:0009165', 'GO:0009259', 'GO:0046390']
GO:BP	GO:0006886	intracellular protein transport	0.0005251460941642696	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	686	5569	241	21026	0.0432752738373137	0.35131195335276966	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']
GO:BP	GO:0009628	response to abiotic stimulus	0.0005442313290447428	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1144	5569	378	21026	0.06787574070748788	0.3304195804195804	query_1	['GO:0050896']
GO:BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	0.0005754651123542571	True	"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]"	51	5569	31	21026	0.005566528999820434	0.6078431372549019	query_1	['GO:0019646', 'GO:0042775']
GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0005864243512621831	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	677	5569	238	21026	0.04273657748249237	0.3515509601181684	query_1	['GO:0010605', 'GO:0019538', 'GO:0051246']
GO:BP	GO:0043009	chordate embryonic development	0.0006311135095073678	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	671	5569	236	21026	0.042377446579278145	0.35171385991058124	query_1	['GO:0009792']
GO:BP	GO:0046390	ribose phosphate biosynthetic process	0.0007146939531137011	True	"""The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]"	183	5569	80	21026	0.014365236128568864	0.4371584699453552	query_1	['GO:0019693', 'GO:0090407', 'GO:1901137']
GO:BP	GO:0051252	regulation of RNA metabolic process	0.000745829469919892	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3687	5569	1099	21026	0.19734243131621476	0.29807431516137783	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']
GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0007509024708001721	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	692	5569	242	21026	0.04345483928892081	0.34971098265895956	query_1	['GO:0009790']
GO:BP	GO:0006650	glycerophospholipid metabolic process	0.000792630689344463	True	"""The chemical reactions and pathways involving glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	309	5569	122	21026	0.021906985096067515	0.3948220064724919	query_1	['GO:0006644', 'GO:0046486']
GO:BP	GO:0035295	tube development	0.0008578619812257477	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1101	5569	364	21026	0.06536182438498833	0.33060853769300635	query_1	['GO:0007275', 'GO:0048856']
GO:BP	GO:0016236	macroautophagy	0.0008581081388761816	True	"""The autophagic process that proceeds via the formation of an autophagosome."" [PMID:24366339]"	362	5569	139	21026	0.0249595977733884	0.3839779005524862	query_1	['GO:0006914']
GO:BP	GO:0051049	regulation of transport	0.0009984041996747668	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1607	5569	511	21026	0.09175794577123361	0.31798382078406967	query_1	['GO:0006810', 'GO:0032879']
GO:BP	GO:0045595	regulation of cell differentiation	0.0010132546460467006	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1576	5569	502	21026	0.09014185670676962	0.31852791878172587	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']
GO:BP	GO:0051129	negative regulation of cellular component organization	0.0010262730176855079	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	701	5569	244	21026	0.04381397019213503	0.34807417974322397	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']
GO:BP	GO:0043066	negative regulation of apoptotic process	0.0010698957484008894	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	874	5569	296	21026	0.05315137367570479	0.33867276887871856	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']
GO:BP	GO:0016032	viral process	0.0010774508869021689	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	423	5569	158	21026	0.028371341353923506	0.3735224586288416	query_1	['GO:0008150']
GO:BP	GO:0051656	establishment of organelle localization	0.001273861281833592	True	"""The directed movement of an organelle to a specific location."" [GOC:ai]"	491	5569	179	21026	0.03214221583767283	0.3645621181262729	query_1	['GO:0051234', 'GO:0051640']
GO:BP	GO:0051174	regulation of phosphorus metabolic process	0.0014009639440594175	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	957	5569	320	21026	0.057460944514275455	0.3343782654127482	query_1	['GO:0006793', 'GO:0019222']
GO:BP	GO:2001141	regulation of RNA biosynthetic process	0.001402177334607492	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3428	5569	1024	21026	0.18387502244568146	0.29871645274212366	query_1	['GO:0010556', 'GO:0032774', 'GO:0051252']
GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.001524160222927694	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1699	5569	536	21026	0.09624708206141139	0.3154796939376104	query_1	['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']
GO:BP	GO:0006979	response to oxidative stress	0.00158814457756939	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	400	5569	150	21026	0.026934817741066618	0.375	query_1	['GO:0006950']
GO:BP	GO:0046903	secretion	0.0016028471437160472	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	992	5569	330	21026	0.05925659903034656	0.3326612903225806	query_1	['GO:0006810']
GO:BP	GO:0006261	DNA-templated DNA replication	0.0016233916355005253	True	"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]"	160	5569	71	21026	0.012749147064104866	0.44375	query_1	['GO:0006260']
GO:BP	GO:0090110	COPII-coated vesicle cargo loading	0.0016509257055343513	True	"""The formation of a macromolecular complex between the COPII coat proteins and proteins and/or lipoproteins that are going to be transported by the COPII vesicle to the Golgi."" [GOC:ascb_2009, GOC:dph, GOC:lb, GOC:tb]"	18	5569	15	21026	0.0026934817741066618	0.8333333333333334	query_1	['GO:0035459', 'GO:0046907', 'GO:0090114']
GO:BP	GO:0009259	ribonucleotide metabolic process	0.0016857274946795217	True	"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	372	5569	141	21026	0.025318728676602623	0.3790322580645161	query_1	['GO:0009117', 'GO:0019693']
GO:BP	GO:0019220	regulation of phosphate metabolic process	0.0018039459904444241	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	956	5569	319	21026	0.05728137906266834	0.33368200836820083	query_1	['GO:0006796', 'GO:0051174']
GO:BP	GO:0007417	central nervous system development	0.0018291656711565557	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1061	5569	350	21026	0.06284790806248877	0.3298774740810556	query_1	['GO:0007399', 'GO:0048731']
GO:BP	GO:0051254	positive regulation of RNA metabolic process	0.0019914412068409238	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1835	5569	574	21026	0.10307056922248159	0.3128065395095368	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']
GO:BP	GO:0009150	purine ribonucleotide metabolic process	0.0019918477472208227	True	"""The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	351	5569	134	21026	0.024061770515352847	0.3817663817663818	query_1	['GO:0006163', 'GO:0009259']
GO:BP	GO:0006355	regulation of DNA-templated transcription	0.0020023803128656347	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3409	5569	1017	21026	0.18261806428443167	0.2983279554121443	query_1	['GO:0006351', 'GO:0010468', 'GO:2001141']
GO:BP	GO:0006644	phospholipid metabolic process	0.0020410399031286076	True	"""The chemical reactions and pathways involving phospholipids, any lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	392	5569	147	21026	0.026396121386245287	0.375	query_1	['GO:0006629', 'GO:0006796', 'GO:0019637']
GO:BP	GO:0006260	DNA replication	0.0020417658259571057	True	"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]"	283	5569	112	21026	0.02011133057999641	0.3957597173144876	query_1	['GO:0006259']
GO:BP	GO:0062012	regulation of small molecule metabolic process	0.0020446054478652606	True	"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]"	320	5569	124	21026	0.022266115999281737	0.3875	query_1	['GO:0019222', 'GO:0044281']
GO:BP	GO:1901698	response to nitrogen compound	0.0022364624855578013	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1080	5569	355	21026	0.06374573532052433	0.3287037037037037	query_1	['GO:0042221']
GO:BP	GO:0045893	positive regulation of DNA-templated transcription	0.0022609078445338464	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1697	5569	534	21026	0.09588795115819716	0.3146729522687095	query_1	['GO:0006351', 'GO:0006355', 'GO:1902680']
GO:BP	GO:0019693	ribose phosphate metabolic process	0.002270156317587622	True	"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]"	380	5569	143	21026	0.025677859579816845	0.3763157894736842	query_1	['GO:0006796', 'GO:0019637', 'GO:1901135']
GO:BP	GO:0051726	regulation of cell cycle	0.0022807193405958515	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1087	5569	357	21026	0.06410486622373855	0.32842686292548295	query_1	['GO:0007049', 'GO:0050794']
GO:BP	GO:0006468	protein phosphorylation	0.0022896242467143617	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1227	5569	398	21026	0.0714670497396301	0.3243683781581092	query_1	['GO:0016310', 'GO:0036211']
GO:BP	GO:0006351	DNA-templated transcription	0.0023976433073078867	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3549	5569	1055	21026	0.1894415514455019	0.2972668357283742	query_1	['GO:0010467', 'GO:0032774']
GO:BP	GO:0071396	cellular response to lipid	0.0026488825047421005	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	613	5569	215	21026	0.03860657209552882	0.35073409461663946	query_1	['GO:0033993', 'GO:0070887']
GO:BP	GO:0043603	amide metabolic process	0.0030615813671524723	True	"""The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells."" [GOC:curators]"	455	5569	166	21026	0.029807864966780392	0.3648351648351648	query_1	['GO:0008152']
GO:BP	GO:0019058	viral life cycle	0.003229642105040328	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	310	5569	120	21026	0.021547854192853294	0.3870967741935484	query_1	['GO:0016032']
GO:BP	GO:0044093	positive regulation of molecular function	0.003236710575001587	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	884	5569	296	21026	0.05315137367570479	0.334841628959276	query_1	['GO:0065009']
GO:BP	GO:0016042	lipid catabolic process	0.003400952006336859	True	"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]"	354	5569	134	21026	0.024061770515352847	0.3785310734463277	query_1	['GO:0006629', 'GO:0009056']
GO:BP	GO:0009653	anatomical structure morphogenesis	0.0035669055465787384	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2713	5569	820	21026	0.14724367031783084	0.30224843346848507	query_1	['GO:0032502', 'GO:0048856']
GO:BP	GO:0042594	response to starvation	0.0036762803637171494	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment."" [GOC:go_curators]"	219	5569	90	21026	0.01616089064463997	0.410958904109589	query_1	['GO:0006950', 'GO:0031667']
GO:BP	GO:0060562	epithelial tube morphogenesis	0.003932464928563306	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	336	5569	128	21026	0.022984377805710183	0.38095238095238093	query_1	['GO:0002009', 'GO:0035239']
GO:BP	GO:0048565	digestive tract development	0.004583069797493868	True	"""The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	135	5569	61	21026	0.010953492548033758	0.45185185185185184	query_1	['GO:0035295', 'GO:0055123']
GO:BP	GO:0140352	export from cell	0.004698867443951694	True	"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	928	5569	308	21026	0.05530615909499012	0.33189655172413796	query_1	['GO:0006810', 'GO:0009987']
GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	0.004701025713368722	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	312	5569	120	21026	0.021547854192853294	0.38461538461538464	query_1	['GO:0035556', 'GO:0097190']
GO:BP	GO:0001701	in utero embryonic development	0.004739240861412752	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	413	5569	152	21026	0.02729394864428084	0.36803874092009686	query_1	['GO:0043009']
GO:BP	GO:0071345	cellular response to cytokine stimulus	0.004792233860914477	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	854	5569	286	21026	0.05135571915963369	0.33489461358313816	query_1	['GO:0034097']
GO:BP	GO:0006974	DNA damage response	0.004832824641215322	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]"	908	5569	302	21026	0.05422876638534746	0.33259911894273125	query_1	['GO:0033554']
GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	0.0051891407047847385	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	533	5569	189	21026	0.03393787035374394	0.3545966228893058	query_1	['GO:0050801', 'GO:0055082']
GO:BP	GO:0007155	cell adhesion	0.00520895383694963	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]"	1530	5569	483	21026	0.0867301131262345	0.3156862745098039	query_1	['GO:0009987']
